Variable,Description,Category,Important_level,Use,Condition,Add_on,Type,sample_Value
relationshiptoclient_415T,Relationship to the client.,T,0,False,,,object,"[None, 'SPOUSE', 'COLLEAGUE']"
relationshiptoclient_642T,Relationship to the client.,T,0,False,,,object,"[None, None, 'SPOUSE']"
remitter_829L,Flag indicating whether the client is a remitter.,L,0,False,,,object,"[None, False, False]"
requesttype_4525192L,Tax authority request type.,L,0,False,,,object,"[None, None, None]"
residualamount_1093A,Residual amount of closed guarantee contract.,A,0,False,,max_residualamount_1093A,float64,"['min:0.0, max:322.0, mean:0.019968992248062017']"
residualamount_127A,Residual amount of active guarantee contract.,A,0,False,,max_residualamount_127A,float64,"['min:0.0, max:2187568.2, mean:57942.299117033996']"
residualamount_3940956A,Residual amount for the active contract.,A,0,False,,max_residualamount_3940956A,float64,"['min:0.0, max:2022909.2, mean:43011.06728485688']"
residualamount_488A,Residual amount of a closed contract.,A,0,False,,max_residualamount_488A,float64,"['min:0.0, max:260000.0, mean:1.510894204082835']"
residualamount_856A,Residual amount for the active contract.,A,0,False,,max_residualamount_856A,float64,"['min:0.0, max:340000000.0, mean:35364.814879416226']"
responsedate_1012D,Tax authority's response date.,D,1,True,,,object,"['2019-01-25', '2019-01-25', '2019-01-28']"
responsedate_4527233D,Tax authority's response date.,D,6,True,,,object,"[None, None, None]"
responsedate_4917613D,Tax authority's response date.,D,2,True,,,object,"[None, None, None]"
revolvingaccount_394A,Revolving account that was present in the applicant's previous application.,A,0,False,,max_revolvingaccount_394A,float64,"['min:540342400.0, max:780865400.0, mean:740354832.4211783']"
riskassesment_302T,Estimated probability that the client will default on their credit obligation within the next year.,T,0,False,,,object,"[None, None, None]"
riskassesment_940T,Estimate of client's creditworthiness.,T,2,True,,,float64,"['min:-3.6704228, max:2.1191318, mean:0.2259680301459336']"
role_1084L,Type of contact role.,L,0,False,,,object,"['CL', 'EM', 'PE']"
role_993L,Person's role.,L,0,False,,,object,"[None, None, None]"
safeguarantyflag_411L,Flag indicating if client is using a flexible product with additional safeguard garanty.,L,0,False,,,object,"[True, None, None]"
score_940,Estimate of client's creditworthiness.,0,0,False,,,,
secondquarter_766L,Number of results in second quarter.,L,3,True,,,float64,"['min:0.0, max:109.0, mean:2.688481775518496']"
sellerplacecnt_915L,Number of sellerplaces where the same client's document was used.,L,4,True,,,float64,"['min:0.0, max:8.0, mean:0.18029190938263767']"
sellerplacescnt_216L,Number of sellerplaces where the same client's mobile phone was used.,L,0,False,,,float64,"['min:0.0, max:102.0, mean:1.933916871612654']"
sex_738L,Gender of the client.,L,0,False,,,object,"['F', None, None]"
status_219L,Previous application status.,L,0,False,,,object,"['D', 'D', 'D']"
subjectrole_182M,Subject role in active credit contract.,M,0,False,,,object,"['ab3c25cf', 'a55475b1', 'a55475b1']"
subjectrole_326M,Subject role in active credit contract.,M,0,False,,,object,"['a55475b1', 'fa4f56f1', 'ab3c25cf']"
subjectrole_43M,Subject role in closed credit contract.,M,0,False,,,object,"['a55475b1', 'ab3c25cf', 'ab3c25cf']"
subjectrole_93M,Subject role in closed credit contract.,M,0,False,,,object,"['ab3c25cf', 'a55475b1', 'a55475b1']"
subjectroles_name_541M,"Name of subject role in closed credit contract (num_group1 - terminated contract, num_group2 - subject roles).",M,0,False,,,object,"['ab3c25cf', 'ab3c25cf', 'ab3c25cf']"
subjectroles_name_838M,"Name of subject role in active credit contract (num_group1 - existing contract, num_group2 - subject roles).",M,0,False,,,object,"['ab3c25cf', 'ab3c25cf', 'a55475b1']"
sumoutstandtotal_3546847A,Sum of total outstanding amount.,A,5,True,,,float64,"['min:-25044.0, max:1029392.8, mean:29807.994156149754']"
sumoutstandtotalest_4493215A,Sum of total outstanding amount.,A,4,True,,,float64,"['min:-25044.0, max:1029392.8, mean:30010.467363192132']"
tenor_203L,Number of instalments in the previous application.,L,0,False,,,float64,"['min:3.0, max:62.0, mean:15.782102526790627']"
thirdquarter_1082L,Number of results in third quarter.,L,3,True,,,float64,"['min:0.0, max:62.0, mean:2.9183418236821916']"
totalamount_503A,Total amount of active secured credit for a client.,A,0,False,,max_totalamount_503A,float64,"['min:0.0, max:796800000.0, mean:257008.91932327132']"
totalamount_6A,Total amount of closed contracts.,A,0,False,,max_totalamount_6A,float64,"['min:0.0, max:240916600.0, mean:81135.13699066524']"
totalamount_881A,Total amount of secured credit from closed contracts.,A,0,False,,max_totalamount_881A,float64,"['min:0.0, max:139080000.0, mean:293763.1637888769']"
totalamount_996A,Total amount of active contracts in the credit bureau.,A,0,False,,max_totalamount_996A,float64,"['min:3.8, max:113469390.0, mean:221622.52141971444']"
totaldebt_9A,Total amount of debt.,A,4,True,,,float64,"['min:0.0, max:1029392.8, mean:22560.69333551883']"
totaldebtoverduevalue_178A,Total amount of past due debt on active contracts.,A,0,False,,max_totaldebtoverduevalue_178A,float64,"['min:0.0, max:70695176.0, mean:2151.3315227254698']"
totaldebtoverduevalue_718A,Total overdue debt amount for closed credit contracts.,A,0,False,,max_totaldebtoverduevalue_718A,float64,"['min:0.0, max:616558.5, mean:103.4532525119432']"
totaloutstanddebtvalue_39A,Total outstanding debt for active contracts in the credit bureau.,A,0,False,,max_totaloutstanddebtvalue_39A,float64,"['min:0.0, max:147065070.0, mean:208544.34569888478']"
totaloutstanddebtvalue_668A,Total outstanding debt for the closed contracts in the credit bureau.,A,0,False,,,float64,"['min:0.0, max:443392.3, mean:18.027159171091345']"
totalsettled_863A,Sum of all payments made by the client.,A,8,True,,,float64,"['min:0.0, max:48035036.0, mean:117119.52735774775']"
totinstallast1m_4525188A,Total amount of monthly instalments paid in the previous month.,A,1,True,,,float64,"['min:0.21400002, max:543734.2, mean:10304.44011284484']"
twobodfilling_608L,Type of application process.,L,0,False,,,object,"['FO', 'FO', 'FO']"
type_25L,Contact type of a person.,L,0,False,,,object,"['PRIMARY_MOBILE', 'PHONE', 'PHONE']"
typesuite_864L,Persons accompanying the client during the loan application process.,L,0,False,,,object,"['AL', 'AL', 'AL']"
validfrom_1069D,Date since the client has an active campaign.,D,0,True,,,object,"[None, None, None]"
